"id_barang","nama_barang","total_stok_barang","total_transaksi","total_terjual","stok_saat_ini","tahun"
"224445","M 20000","7000","7","7","6993","2020"
"227572","LE MINERAL 600ML 1 DUS","7000","6","7","6993","2020"
"228501","TADDY ES TELER 1 DUS","7000","7","7","6993","2020"
"232096","FAIR&LOVELY MULTIVITAMIN CRM 1 RENCENG","7000","6","7","6993","2020"
"241036","CHEETOS 15G 1PCS","7000","3","7","6993","2020"
"242245","gilus mix vanila 5's","7000","7","7","6993","2020"
"248889","ROTINA SISIR MENTEGA ","7000","5","7","6993","2020"
"254616","PLASTIK BOYO UK 26X40","7000","7","7","6993","2020"
"255127","SANDAL BOLONI SLOP UK 36-40","7000","6","7","6993","2020"
"255924","KUPING GAJAH KILOAN BESAR","7000","7","7","6993","2020"
"261597","MI WON 50 G 1 PACK","7000","7","7","6993","2020"
"267318","DAMAI MIKA GULUNG","7000","7","7","6993","2020"
"269183","SIKAT SEPATU","7000","7","7","6993","2020"
"269475","M 1000","7000","5","7","6993","2020"
"284945","LAKBAN COKLAT IFO BESAR","7000","7","7","6993","2020"
"291439","MI WON 10G 1PACK (500)","7000","7","7","6993","2020"
"299566","LIPSTIK HIJAU HARE L","7000","6","7","6993","2020"
"100779","LAKBAN BENING IFO BESAR","7000","6","6","6994","2020"
"103715","PONDS WB FF 9G 1PCS","7000","6","6","6994","2020"
"107138","STANDARD TECNO 1 PCS","7000","6","6","6994","2020"
"108418","MIE KREMES JOGYAKARTA 1 RENCENG","7000","6","6","6994","2020"
"108420","MANSET TANGAN","7000","6","6","6994","2020"
"113436","TEPUNG SEGITIGA 1`KARUNG","7000","6","6","6994","2020"
"115051","FACE SHIELD KACAMATA XHD-P30","7000","6","6","6994","2020"
"121796","SAYANGKU L 1S","7000","1","6","6994","2020"
"127604","JUJUR 900ML 1 DUS","7000","6","6","6994","2020"
"139123","PLASTIK MR BEAN GOLD","7000","5","6","6994","2020"
"145519","GULA PURNAMA 1/2 KG","7000","6","6","6994","2020"
"150047","SABUN TEMULAWAK WIDYA","7000","6","6","6994","2020"
"150138","FEIMA G SANDAL UK 30-35","7000","6","6","6994","2020"
"154375","INDOFOOD RACIK TEMPE GORENG 1 RENCENG","7000","6","6","6994","2020"
"156126","NULL","7000","5","6","6994","2020"
"159704","BURYAM 22G 1 RENCENG","7000","6","6","6994","2020"
"162551","JETZ 12G 1PCS","7000","3","6","6994","2020"
"187943","GELAS AQUA 1 BUNGKUS","7000","6","6","6994","2020"
"196671","ACI 1 KARUNG","7000","6","6","6994","2020"
"202495","TESSA FH  10 SHEET","7000","6","6","6994","2020"
"213541","KAOS KAKI JEMPOL COKLAT","7000","6","6","6994","2020"
"220885","LEM UHU 7G 1 PCS","7000","4","6","6994","2020"
"229402","MORISON ROTI KERING 9000","7000","6","6","6994","2020"
"238746","AGRO MINI 1 DUS","7000","3","6","6994","2020"
"242840","PLASTIK TOYA KECIL 1 PCS","7000","4","6","6994","2020"
"243186","SANDAL KUPU KUPU UK 24-29 CWE","7000","5","6","6994","2020"
"249296","SERUTAN PIKACHU 1 PCS","7000","5","6","6994","2020"
"257595","TEMULAWAK SOAP","7000","6","6","6994","2020"
"259628","JUJUR CUP 200ML 1 DUS","7000","5","6","6994","2020"
"260294","PLASTIK ATM UK 28","7000","6","6","6994","2020"
"269035","SANDAL GOSOME UK 39-44","7000","6","6","6994","2020"
"271967","SANDAL FEIMA UK 24-29 CWE","7000","6","6","6994","2020"
"272617","REXONA MEN MOTIONSENSE  ICO COOL 1 RENCENG","7000","6","6","6994","2020"
"288604","MAYBELLINE  LIPMATTE  ALL","7000","5","6","6994","2020"
"100759","SANDAL BUNGA BALANCE 30-35","7000","5","5","6995","2020"
"104524","TEMPAT PENSIL KAIN RKT 25","7000","5","5","6995","2020"
"105691","TEMPAT PENSIL KAIN RKT 22","7000","5","5","6995","2020"
"122455","CLEVO STRAWBERY 1 DUS","7000","5","5","6995","2020"
"134547","SANDAL POITA  UK.36-40","7000","5","5","6995","2020"
"135181","SANDAL PRADA ","7000","5","5","6995","2020"
"135861","LAKBAN NDM BESAR BENING","7000","5","5","6995","2020"
"137390","DULUX AVG K SANDAL UK 19-24","7000","5","5","6995","2020"
"148306","KOREK KAYU 1 BOS","7000","5","5","6995","2020"
"153040","SANDAL LSH MOTIF BUNGA UK 37-40","7000","5","5","6995","2020"
"155206","EKONOMI PINK 500K 1 DUS","7000","5","5","6995","2020"
"158748","MOKO MOKO XL 1 RENCENG","7000","5","5","6995","2020"
"163392","SEDOTAN POP ICE","7000","5","5","6995","2020"
"167686","MASAKO AYAM 3 PCS","7000","5","5","6995","2020"
"173625","SERUTAN BERUANG KECIL 1 PACK","7000","5","5","6995","2020"
"175571","SUNSILK CON SOFT&SMTH SD 1 RENCENG","7000","4","5","6995","2020"
"179490","SANDAL BALANCE PITA 37-40","7000","5","5","6995","2020"
"179624","PLASTIK PARASUT BENING BESAR 1PCS","7000","4","5","6995","2020"
"179893","TERASI BUNGKUS","7000","5","5","6995","2020"
"182019","SANDAL MOKAYA UK 36-40","7000","5","5","6995","2020"
"182103","SEDOTAN TEBAL","7000","5","5","6995","2020"
"186619","KACANG TANAH 1 KG","7000","5","5","6995","2020"
"189042","SOUN 1 BAL","7000","5","5","6995","2020"
"190918","BOOM 1 DUS","7000","4","5","6995","2020"
"204671","DAMAI  BROWNIES MIKA BESAR","7000","5","5","6995","2020"
"205131","SANDAL BAIM YUTU UK 18-23 CWO","7000","5","5","6995","2020"
"208467","SPRITE  250ML 1 PACK","7000","3","5","6995","2020"
"210261","MIE JANGKAR 1 PCS","7000","1","5","6995","2020"
"210265","INDOFOOD RACIK AYAM GORENG 1 PCS","7000","3","5","6995","2020"
"214808","PLASTIK  PARASUT MAS PUTIH BESAR 1 BKS","7000","3","5","6995","2020"
"215817","KERUPUK ANAK BETAWI RENCENG","7000","5","5","6995","2020"
"216332","INDOMIE AYAM SPESIAL 68G 1PCS","7000","3","5","6995","2020"
"219890","CINCAU MADU RAJA 1 PACK","7000","3","5","6995","2020"
"220155","SWEETY BRONZE S 1 RENCENG","7000","4","5","6995","2020"
"223955","CORNETTO MINI UNICORN 28ML","7000","4","5","6995","2020"
"228058","SANDAL ICE CREAM LAMPU","7000","5","5","6995","2020"
"229010","ROYCO RASA AYAM 8G 3SASET","7000","2","5","6995","2020"
"230109","PLASTIK ATM UK.32","7000","3","5","6995","2020"
"232244","KERTAS MINYAK ANGGUN ","7000","5","5","6995","2020"
"238006","PLASTIK KLIP UK 10X7 100LEMBAR","7000","3","5","6995","2020"
"241161","MILO ACTIV GO 5S","7000","3","5","6995","2020"
"244186","INDOPROSPER GANTUNGAN BAJU","7000","5","5","6995","2020"
"249160","SANDAL SHEVANO JEPIT UK 33-38","7000","4","5","6995","2020"
"252334","MI WON 10G(500) 1 PACK","7000","5","5","6995","2020"
"267900","KERIPIK PISANG 1 BAL","7000","4","5","6995","2020"
"269808","INDOMIE GORENG 1 DUS","7000","5","5","6995","2020"
"276166","M 7000","7000","4","5","6995","2020"
"281948","TEMULAWAK GLOWING CREAM","7000","5","5","6995","2020"
"283161","DULUX ELMO K SANDAL UK 18-23","7000","5","5","6995","2020"
"283787","MM REFRESH 1 DUS","7000","2","5","6995","2020"
"287723","KRAT TELOR","7000","5","5","6995","2020"
"288394","LASERIN BTL 30ML","7000","3","5","6995","2020"
"288846","EKO MIE 10S 1 DUS","7000","4","5","6995","2020"
"289583","SANDAL POITA BONEKA UK.30-35","7000","5","5","6995","2020"
"292277","STICKY NOTES VIS-1","7000","5","5","6995","2020"
"292580","SUPER BUBUR AYAM 1 RENCENG","7000","4","5","6995","2020"
"294081","GELAS POP ICE UK 12-15 TUTUP CEMBUNG","7000","5","5","6995","2020"
"100680","SWEETY BRONZE M 1PCS","7000","2","4","6996","2020"
"101437","PLASTIK GARUDA HITAM TEBAL KECIL 1 PCS","7000","2","4","6996","2020"
"111298","DAMAI  BROWNIES MIKA MINI","7000","4","4","6996","2020"
"112755","INDOMIE GORENG HYPE ABIS AYAM GEPREK 85G 1DUS","7000","4","4","6996","2020"
"112996","TEMPAT PENSIL RKT 16","7000","4","4","6996","2020"
"113003","ES KOPYOR 1 DUS","7000","4","4","6996","2020"
"122684","SUSU JAHE 6S","7000","2","4","6996","2020"
"126665","PLASTIK PARASUT MAS PUTIH KECIL 1 IKAT","7000","4","4","6996","2020"
"129809","LAYAR 1 SLOP","7000","4","4","6996","2020"
"130867","SANDAL BOLONI GISEL ","7000","4","4","6996","2020"
"135971","SANDAL KOWLODW 38-42","7000","4","4","6996","2020"
"139737","SENDOK BENING 1 PACK","7000","4","4","6996","2020"
"144553","FAIR&LOVELY 2IN1 PWDR CREAM 7G 1PCS","7000","4","4","6996","2020"
"144685","LUWAK WHITE COFFE 1 DUS","7000","4","4","6996","2020"
"147818","SEDAP KOREAN SPICY SOUP 1 DUS","7000","3","4","6996","2020"
"148533","INDOFOOD NASI GORENG BIASA 1 RENCENG","7000","3","4","6996","2020"
"153320","KACANG UMPET KILOAN","7000","3","4","6996","2020"
"154661","YULIM SNACK ALL VARIANT","7000","3","4","6996","2020"
"158628","SANDAL BEKRO BLING JELY UK 24-29","7000","4","4","6996","2020"
"160529","GALON+ISI AIRO","7000","4","4","6996","2020"
"162891","REGAZZA SPRAY 100ML ALL VARIAN","7000","4","4","6996","2020"
"165888","PLASTIK PUSAKA UK.20X35","7000","4","4","6996","2020"
"166306","SANDAL VEROTINO UK 36-40","7000","4","4","6996","2020"
"173028","SENG 1 SLOP","7000","4","4","6996","2020"
"174690","KERUPUK JALETOT","7000","4","4","6996","2020"
"176370","MASAKO SAPI 3 PCS","7000","3","4","6996","2020"
"177658","SANDAL INKAYNI BUNGA DWS CWE ","7000","4","4","6996","2020"
"190343","CIPUT KILOAN","7000","4","4","6996","2020"
"192623","R&W PEMUTIH","7000","4","4","6996","2020"
"193614","PILUS BAWANG 2KG 1 BAL","7000","4","4","6996","2020"
"196681","FETTA 450ML 1 DUS","7000","1","4","6996","2020"
"199090","KERIPIK SINGKONG BESAR 1 BAL","7000","4","4","6996","2020"
"199992","SEDAP GORENG AYAM KRISPY 1 DUS","7000","3","4","6996","2020"
"204978","SUNSILK SHP BLACK&SHINE 9ML 1RENCENG","7000","4","4","6996","2020"
"206331","NOTES TRIFELO","7000","4","4","6996","2020"
"209689","SANDAL LSH 36-40","7000","4","4","6996","2020"
"215628","BOTOL PIGEON 50ML","7000","4","4","6996","2020"
"215866","PLASTIK BOYO UK 12X20 1 IKAT","7000","2","4","6996","2020"
"218800","SANDAL DULUX LOL UK 24-29","7000","4","4","6996","2020"
"220316","SEPATU DULUX CICIT UK 18-25","7000","4","4","6996","2020"
"222965","DAMAI KELAPA","7000","3","4","6996","2020"
"223675","PILUS BAWANG 3 KG 1 BAL","7000","4","4","6996","2020"
"237717","GARAM BALOK RIDHO SM","7000","4","4","6996","2020"
"247469","KACANG KORO KILOAN BESAR","7000","4","4","6996","2020"
"249632","SANDAL JEPIT PITA ANAK UK 20-25","7000","4","4","6996","2020"
"249781","SAPU LIDI KASUR","7000","4","4","6996","2020"
"249993","TONG TJI SPR 1 SLOP","7000","3","4","6996","2020"
"253863","SUMO STICK 1 RENCENG","7000","2","4","6996","2020"
"254172","GULA MERAH COIN 1/2 KG","7000","3","4","6996","2020"
"261140","SANGOBION TABLET 1STRIP","7000","2","4","6996","2020"
"262179","SWEETY BRONZE PANT XL 1 PCS","7000","3","4","6996","2020"
"266108","SANDAL SLOP BALANCE 30-35","7000","4","4","6996","2020"
"267348","PLASTIK PARASUT HITAM KECIL 1 IKAT","7000","3","4","6996","2020"
"268552","BENDERA COKLAT SACSET 1 DUS","7000","4","4","6996","2020"
"272493","YOKOHAMA 15 SOCKET+KABEL","7000","4","4","6996","2020"
"272768","SCOTCH BRITE  SABUT SPONS ISI 2","7000","4","4","6996","2020"
"290635","INDOFOOD BUMBU RACIK IKAN GORENG 1 PCS","7000","4","4","6996","2020"
"297765","SUNSILK SHP SOFT&SMOOTH 9ML 1RENCENG","7000","4","4","6996","2020"
"103640","TEMPAT PENSIL SHINTOENG ST 03","7000","3","3","6997","2020"
"105522","STEROFOAM MANGKOK 1BAL","7000","3","3","6997","2020"
"118919","CLEAR ANTI KETOMBE APEL SUPER SEGAR 9ML 1RENCENG","7000","3","3","6997","2020"
"120175","drink beng beng 5's","7000","3","3","6997","2020"
"120664","JELLY CINCAU MADU24 BARU","7000","3","3","6997","2020"
"124324","GILUS MIX PANDAN 5'S","7000","3","3","6997","2020"
"136478","VIAND 1 DUS","7000","3","3","6997","2020"
"141261","BINTANG TUJUH PANAS DALAM 1 PACK 12S","7000","3","3","6997","2020"
"146829","REXONA DEO LOTION ADV WHITENING  9G 1 RENCENG","7000","3","3","6997","2020"
"147810","M 22000","7000","3","3","6997","2020"
"151429","FETTA 900ML 1 DUS","7000","3","3","6997","2020"
"153130","ROTI GRESARIS 16000","7000","2","3","6997","2020"
"155470","PLASTIK PUSAKA UK 10X17","7000","3","3","6997","2020"
"156364","AGAR KIT HIJAU 1 BOX","7000","3","3","6997","2020"
"159495","ROYCO RASA AYAM 8G 6SASET","7000","3","3","6997","2020"
"163232","PLASTIK MR BEAN HIJAU UK 15 1 IKAT","7000","2","3","6997","2020"
"164435","KACANG KUPAS 1 KG","7000","3","3","6997","2020"
"165476","CHOCOLATOS CHOC DRINK 5PCS","7000","3","3","6997","2020"
"167134","PERENYAH 1 BUNGKUS","7000","3","3","6997","2020"
"169049","CARICA KHAS DIENG ISI 5","7000","3","3","6997","2020"
"170148","M 24000","7000","3","3","6997","2020"
"173358","KOMIX HERBAL RASA LEMON 1 PCS","7000","1","3","6997","2020"
"185081","MAMAMIA L 1S","7000","2","3","6997","2020"
"185775","PLASTIK SEMUT 15X20 TEBAL","7000","3","3","6997","2020"
"185950","BUKU GAMBAR A3 WISUDA 1 PCS","7000","3","3","6997","2020"
"188504","PLASTIK MR BEAN GOLD 1 IKAT","7000","3","3","6997","2020"
"189430","energen korma 5's","7000","3","3","6997","2020"
"191742","INDOMIE AYAM BAWANG 69G 1DUS","7000","3","3","6997","2020"
"194716","OLALA ANGGUR CUP 150ML","7000","3","3","6997","2020"
"197149","BAGUS  KAPUR  AJAIB 1PCS","7000","3","3","6997","2020"
"199115","SANDAL GLANZTON UK36-39","7000","3","3","6997","2020"
"199658","MASAKO SAPI 1 PACK","7000","3","3","6997","2020"
"202092","GELAS POP ICE UK.12 TANPA TUTUP","7000","3","3","6997","2020"
"207908","FITRI 900 ML 1 DUS","7000","3","3","6997","2020"
"209493","ROTI NESYA 8000","7000","3","3","6997","2020"
"215734","MUTIARA BAWANG GORNG POUCH ","7000","3","3","6997","2020"
"226839","HANGER BAJU","7000","1","3","6997","2020"
"227168","INDOMIE SOTO 1 DUS","7000","3","3","6997","2020"
"233035","TOPI KATUN 0-12 M","7000","3","3","6997","2020"
"234824","MIE BECAK 1 IKAT","7000","3","3","6997","2020"
"241538","INDOFOOD BUMBU RACIK NASI GORENG PEDAS 20G 1RENCENG","7000","3","3","6997","2020"
"241553","KERTAS COKLAT 1 PACK","7000","3","3","6997","2020"
"253911","METRO SNOW 60G","7000","3","3","6997","2020"
"260928","SANDAL BALANCE BLING 36-40","7000","3","3","6997","2020"
"261435","SEROK SAMPAH KIRAMAS","7000","3","3","6997","2020"
"262740","ENERGEN COKLAT 5'S","7000","3","3","6997","2020"
"263495","SANDAL MOKAYA DURI UK 36-40","7000","2","3","6997","2020"
"264046","BAGUS KAPUR AJAIB JUMBO 1 BOX","7000","3","3","6997","2020"
"265428","BOTOL PIGEON 240ML","7000","3","3","6997","2020"
"266538","SUKSES KARI AYAM 1 DUS","7000","2","3","6997","2020"
"271141","JAMUR KRISPY MUTIARA ZOE KECIL","7000","3","3","6997","2020"
"273108","STEROFOAM NASI+LAUK 1BAL","7000","3","3","6997","2020"
"274980","BARU BARU SANDAL UK 24 - 29","7000","3","3","6997","2020"
"278483","MIKA DMS 7C","7000","2","3","6997","2020"
"283045","CLUB 150ML 1DUS","7000","1","3","6997","2020"
"284153","PLASTIK SCORPIO UK 12X25","7000","3","3","6997","2020"
"286810","MI WON 250 GR 1 PACK","7000","3","3","6997","2020"
"290105","RAKET NYMK ARL196 ARASHI","7000","3","3","6997","2020"
"293783","PLASTIK PARASUT MAS PUTIH KECIL 1 BKS","7000","2","3","6997","2020"
"296899","UNIKO 1 BAL","7000","2","3","6997","2020"
"299027","SANDAL BEKRO BLING JELY UK 30-35","7000","3","3","6997","2020"
"100191","POWER F MADU 1 DUS","7000","2","2","6998","2020"
"100232","TWISTKO 12G 1 RENCENG","7000","1","2","6998","2020"
"104452","ROTI GRESARIS 10000","7000","2","2","6998","2020"
"104618","SANDAL INKAYNI 19-24","7000","2","2","6998","2020"
"104741","RAKET NYAMUK MITSUYAMA","7000","2","2","6998","2020"
"105995","PLASTIK  PARASUT MAS HTM KECIL 1 IKAT","7000","2","2","6998","2020"
"109605","BUKU NOTA KONTAN 1 PACK","7000","2","2","6998","2020"
"113926","PLASTIK TEBAL UK.15X25","7000","2","2","6998","2020"
"114798","KIIP PACK 25","7000","2","2","6998","2020"
"116518","CLEAR ANTI KETOMBE MENTHOL SEGAR&DINGIN 9ML 6SASET","7000","2","2","6998","2020"
"117597","AIDA 25G RENCENG","7000","2","2","6998","2020"
"129533","MIE BULAN 1 IKAT","7000","2","2","6998","2020"
"135511","GERY PASTA COKELAT SPONGEBOB BOX","7000","2","2","6998","2020"
"137919","MALKIS KRIM KEJU 1 RENCENG","7000","2","2","6998","2020"
"139230","SEDAP KECAP MANIS 135ML 1 DUS","7000","2","2","6998","2020"
"139819","SENDOK AGAR BENING","7000","2","2","6998","2020"
"142361","PLASTIK BOYO UK 23X40","7000","2","2","6998","2020"
"142626","SAKURA GORENG 1 DUS","7000","1","2","6998","2020"
"142800","TONG SAMPAH ROSA 1 PCS","7000","1","2","6998","2020"
"144442","SCOTCH BRITE BASIC SABUT STAINLESS 1 RENCENG","7000","2","2","6998","2020"
"147330","TONG SAMPAH KECIL 1 PCS","7000","2","2","6998","2020"
"150285","MUTIARA JAMUR ALL VARIANS","7000","1","2","6998","2020"
"156373","ABC SUSU 5S","7000","1","2","6998","2020"
"161181","ROTI NESYA 15000","7000","2","2","6998","2020"
"162486","SAYANGKU XL1","7000","1","2","6998","2020"
"162836","SABRINA 2L 1 DUS","7000","2","2","6998","2020"
"165174","GOLDA 12S","7000","2","2","6998","2020"
"166736","DAMAI PISCOK","7000","1","2","6998","2020"
"167499","SANDAL DULUX KUDA PONY UK 24-29","7000","2","2","6998","2020"
"167530","HYPER NAPKIN 400GR","7000","2","2","6998","2020"
"168311","DAMAI ZEBRA","7000","2","2","6998","2020"
"173565","KETUMBAR 1/2 KG","7000","2","2","6998","2020"
"177983","DAMAI KOMBINASI MINI","7000","2","2","6998","2020"
"179409","SCOTCH BRITE SABUT SPONS 1 RENCENG","7000","2","2","6998","2020"
"184209","SANDAL DULUX UK 36-40","7000","2","2","6998","2020"
"186473","SAOS SARANANDA 1 BAL","7000","2","2","6998","2020"
"192389","M 11000","7000","2","2","6998","2020"
"195862","LAKBAN DAIMARU","7000","2","2","6998","2020"
"197215","GOLDA COFFE 200ML 1 PACK","7000","2","2","6998","2020"
"198431","SPRITE BTL 390ML 1 PACK","7000","2","2","6998","2020"
"200346","PLASTIK ES TOMAT 5X20","7000","2","2","6998","2020"
"209106","PORTO SANDAL SLOP UK 39-44","7000","2","2","6998","2020"
"213240","STEROFOAM SEBLAK 1 BAL","7000","2","2","6998","2020"
"214074","SUPER BUBUR ABON SAPI 1 RENCENG","7000","1","2","6998","2020"
"216755","PEPSODENT 120G 1 PACK","7000","2","2","6998","2020"
"220078","ROTI GRESARIS 11000","7000","2","2","6998","2020"
"220512","MAKARONI SELARAS MINIBIG 1KG","7000","2","2","6998","2020"
"222219","KERUPUK MIE 1 BAL","7000","2","2","6998","2020"
"224392","TUTUP BERKAT","7000","2","2","6998","2020"
"227174","RELIABLE BBY SET JUMPER PNDEK & PANJANG","7000","2","2","6998","2020"
"230652","SEDAP SALERO PADANG 1 DUS","7000","2","2","6998","2020"
"236134","SNACK RIBUT KILOAN 1 BAL","7000","2","2","6998","2020"
"237877","BALON POLOS 12IN PUTIH","7000","2","2","6998","2020"
"238245","SANDAL FASHION SPIDERMAN UK 30-35","7000","2","2","6998","2020"
"238292","DAMAI CAKE","7000","2","2","6998","2020"
"248942","KAMPER SC NAPHTHALENE WRNA 25G","7000","1","2","6998","2020"
"250271","VANILLI 1 BOX","7000","2","2","6998","2020"
"253865","BOTOL PIGEON 120ML","7000","2","2","6998","2020"
"255690","SUNSILK  SHP HIJAB ANTI KETOMBE 9ML 1RENCENG","7000","2","2","6998","2020"
"260167","KIPAS VOTRE","7000","2","2","6998","2020"
"261777","USUS KRISPY MUTIARA ZOE BESAR","7000","2","2","6998","2020"
"270544","EMPING MENTAH 1/4KG BESAR","7000","2","2","6998","2020"
"275337","AMPLOP COKLAT ","7000","1","2","6998","2020"
"276739","MINYAK GORENG DAUN 1 LTR 1 DUS","7000","2","2","6998","2020"
"285733","SEROK SAMPAH SHINPO","7000","2","2","6998","2020"
"286947","TEAJUS GULA BATU 1 DUS","7000","2","2","6998","2020"
"288400","ABC SAMBAL 135ML 1 DUS","7000","2","2","6998","2020"
"297054","PLASTIK PARASUT MAS PUTIH BESAR 1 IKAT","7000","2","2","6998","2020"
"100988","FANTA 1 LITER 1 PACK","7000","1","1","6999","2020"
"102346","SELARAS MAKARONI 1KG MEKAR","7000","1","1","6999","2020"
"102379","S-TEE 1 DUS","7000","1","1","6999","2020"
"106429","NESYA ISTIMEWA 8000","7000","1","1","6999","2020"
"107058","MALKIS COKELAT 1 RENCENG","7000","1","1","6999","2020"
"110744","BOLONI SANDAL B","7000","1","1","6999","2020"
"114986","SO KLIN PEWANGI GLAMOUR UNGU 1DUS","7000","1","1","6999","2020"
"117749","SEDAP SAMBAL GORENG 1 DUS","7000","1","1","6999","2020"
"118019","VIT 1500 ML 1 DUS","7000","1","1","6999","2020"
"118129","DAMAI BAL BAL","7000","1","1","6999","2020"
"121616","INDOMILK COKLAT 190ML BTL 1DUS","7000","1","1","6999","2020"
"122168","OLALA JAMBU CUP 150ML","7000","1","1","6999","2020"
"122576","SUNCO REFIL 1 LTR 1 DUS","7000","1","1","6999","2020"
"124423","SANIA 1 LITER 1 DUS","7000","1","1","6999","2020"
"126190","ABC SAMBAL EXTRA PEDAS 135ml 1 DUS","7000","1","1","6999","2020"
"126936","STOP KONTAK GOODCHIP GC-SKO6","7000","1","1","6999","2020"
"127709","MINYAK GURIH  1 LTER 1 DUS","7000","1","1","6999","2020"
"128641","SANDAL DULUX UK 30-35","7000","1","1","6999","2020"
"128729","ROTI GRESARIS 12000","7000","1","1","6999","2020"
"131088","PASEO SMART PRFM 12s 1PCS","7000","1","1","6999","2020"
"136281","SO KLIN LIQUID BLUE 22ML 1 DUS","7000","1","1","6999","2020"
"136573","TEPUNG SEGITIGA BIRU 1/4 KG","7000","1","1","6999","2020"
"137011","KERTAS MINYAK 1/4KG","7000","1","1","6999","2020"
"137493","SOFFEL JERUK 1 PACK","7000","1","1","6999","2020"
"137728","INDOMIE GORENG ACH 90G 1DUS","7000","1","1","6999","2020"
"137935","INDOFOOD RACIK IKAN GORENG 1 RENCENG","7000","1","1","6999","2020"
"139761","USUS KRISPY MUTIARA ZOE KECIL BALADO","7000","1","1","6999","2020"
"142861","DAMAI KOMBINASI BESAR","7000","1","1","6999","2020"
"143089","VIT 220ML BOTOL1 DUS","7000","1","1","6999","2020"
"147224","KERTAS MINYAK BUNGA 1 PACK","7000","1","1","6999","2020"
"149878","PEGAL LINU KOMPLIT RENCENG","7000","1","1","6999","2020"
"153796","KETUMBAR 1/4 KG","7000","1","1","6999","2020"
"155193","DAMAI MEDIUM ","7000","1","1","6999","2020"
"156122","CLEAR ANTI KETOMBE NUTRISI KOMPLIT & LEMBUT 9ML 6SASET","7000","1","1","6999","2020"
"160713","INDOFOOD RACIK AYAM GORENG 1 RENCENG","7000","1","1","6999","2020"
"161251","MADU PELANGI JERUK 20G 1PCK","7000","1","1","6999","2020"
"164735","MILKU STROBERI 200ML 1 PACK","7000","1","1","6999","2020"
"164976","CLEAR SHP COOL SPORT MNTL 6S","7000","1","1","6999","2020"
"167840","PLASTIK OPP 7X12 1 PCS","7000","1","1","6999","2020"
"173365","2 TANG  MELATI 1 RENCENG (ISI 10)","7000","1","1","6999","2020"
"174467","TEH GOPEK 1 SLOP","7000","1","1","6999","2020"
"175767","PLASTIK BOYO UK 20X30 1 IKAT","7000","1","1","6999","2020"
"177461","TIR-SA GELAS DUS ","7000","1","1","6999","2020"
"178390","TELOR GABUS 1 BAL","7000","1","1","6999","2020"
"178520","MINYAK JUJUR POUCH 450ML 1 DUS","7000","1","1","6999","2020"
"178795","SANMOL DROP 15ML","7000","1","1","6999","2020"
"184300","2 TANG  BLACK TEA 1 RENCENG  (ISI 10)","7000","1","1","6999","2020"
"184877","KERTAS WAJIK MERAH 1 PACK","7000","1","1","6999","2020"
"188331","JOLLY KULINER CORE 10ROLL","7000","1","1","6999","2020"
"188972","FRUTAMIN COCOBIT JERUK KELAPA 1 DUS","7000","1","1","6999","2020"
"189083","NULL","7000","1","1","6999","2020"
"190912","PANGSIT 1 BAL","7000","1","1","6999","2020"
"191997","MAKARONI SELARAS MINIBIG","7000","1","1","6999","2020"
"193638","SUNCO 2L 1 DUS","7000","1","1","6999","2020"
"199411","WAFER FAMILY 1 BLIK","7000","1","1","6999","2020"
"208312","MAKARONI PEDAS 1 BAL","7000","1","1","6999","2020"
"208343","PLASTIK BADER UK 12X25","7000","1","1","6999","2020"
"210854","ENERGEN VANILA 5'S","7000","1","1","6999","2020"
"212890","FRUTAMIN COCOBIT LYCHEE 1 DUS","7000","1","1","6999","2020"
"219233","MI WON 250G 1 BAL","7000","1","1","6999","2020"
"219905","LARUTAN CAP BADAK RASA JAMBU 238ML  1 DUS","7000","1","1","6999","2020"
"220175","CHOCOLATOS WAFER CREAM 26G 1 RENCENG","7000","1","1","6999","2020"
"220388","FETTA 2LITER 1 DUS","7000","1","1","6999","2020"
"221897","FRUTAMIN COCOBIT KELAPA MUDA 1 DUS","7000","1","1","6999","2020"
"222202","PULPEN X DATA","7000","1","1","6999","2020"
"224139","PISANG SALE 1 BAL","7000","1","1","6999","2020"
"224745","OMELA 370G KALENG 1BOX","7000","1","1","6999","2020"
"224963","PLASTIK SEMUT 15X19 TEBAL","7000","1","1","6999","2020"
"224996","ROTI MORISON 13000","7000","1","1","6999","2020"
"225106","SEROKAN LION STAR","7000","1","1","6999","2020"
"226645","PILUS WIJEN 1 BAL","7000","1","1","6999","2020"
"227361","NULL","7000","1","1","6999","2020"
"229210","BOLANG BALING 1 BAL","7000","1","1","6999","2020"
"231260","PLASTIK JOKI UK 21 PCS","7000","1","1","6999","2020"
"234429","SUNSILK SHP TEBAL&PANJANG 9ML 1RENCENG","7000","1","1","6999","2020"
"237513","ROSE BRAND BERAS 1 DUS","7000","1","1","6999","2020"
"237710","DOWNY UNGU 6S 1 RENCENG","7000","1","1","6999","2020"
"238074","BONEETO UHT COKLAT 115ML 1DUS","7000","1","1","6999","2020"
"239931","SEDAP MINYAK 1LTR 1 DUS","7000","1","1","6999","2020"
"240392","SUSKSES SOTO MIE 1 DUS","7000","1","1","6999","2020"
"241594","ABC KECAP 135 BTL 1 DUS","7000","1","1","6999","2020"
"246670","TUTUP GELAS POP ICE CEMBUNG","7000","1","1","6999","2020"
"246990","ABC KECAP MANIS 15ML SACSET 1 DUS","7000","1","1","6999","2020"
"247481","MILKU STROWBERRY 200ML PACK","7000","1","1","6999","2020"
